ID,Marca temporal,Autorizo,SEXO,GÉNERO,TERRITORIO O ZONA RESIDENCIA,MACROZONA,AÑO DE NACIMIENTO,ACTIVIDAD PRINCIPAL,TIPO DE INSTITUCIÓN DE DESEMPEÑO PRINCIPAL,ÁREA DE DESEMPEÑO I (OPCIONAL),ÁREA DE DESEMPEÑO II (OPCIONAL),P1 TRANSCRIPCIÓN: ¿Por qué cree ud. que Chile necesita una política de igualdad de género en CTCI?,P1 TOTAL_Sí cree que Chile necesita una política de género,P1 TOTAL_No cree que Chile necesita una política de género,P1 TOTAL_No sabe si Chile necesita una política de género,"P1 Sí, Otros",P1 Desarrollo,P1 Es un aporte a la generación de conocimiento,P1 Hombres y mujeres deben tener mismas oportunidades,P1 Falta inserción femenina,P1 Porque existe desigualdad de género,P1 Se necesita diversidad de género,P1 Para eliminar las brechas de género,P1 Generará mayor equidad,P1 Iría en beneficio de la sociedad,"P1 No, Otros",P1 Diferencia en accesos a estudios superiores,P1 No se necesita una política de igualdad de género,P1 Es ofensivo para las mujeres,P1 No sé,"P2 TRANSCRIPCIÓN: ¿Qué medidas cree usted que garantizan el acceso, el desarrollo y el liderazgo de mujeres en el sistema CTCI?",P2 Oportunidades para niñas y jóvenes,P2 Apoyo en roles femineizados,P2 Paridad / igualdad,P2 Potenciar desde la educación,P2 Derribar estereotipos,P2 Incorporar una perspectiva de género a más ámbitos,P2 Promover participación de mujeres en ciencias/investigación,P2 Cupos / cuotas de género / acciones afirmativas,P2 Transformar la cultura alrededor del género,P2 Proteger el ambiente laboral,P2 Evaluación ciega y transparente,"P3 TRANSCRIPCIÓN: Respecto al Eje 2, ¿de qué manera se podría incorporar la perspectiva de género en su disciplina o área de desempeño?",P3 Estudiar temas de género,P3 Potenciar desde la educación,P3 Promover participación de mujeres en ciencias e Investigación,P3 Paridad / igualdad,P3 Incorporar una perspectiva de género,P3 Reconocer y disminuir la brecha de género,P3 Fomentar la participación femenina a través de la formulación y evaluación de proyectos,P3 Reconocer la historia de la temática de género en la ciencia,P3 La investigación no debe estar ligada al género,P3 No aplica en mi disciplina,"P4 TRANSCRIPCIÓN: Teniendo en cuenta el Eje 3, ¿qué acciones debería adoptar su institución  y otras instituciones del sistema de CTCI  para garantizar una  política de igualdad de género efectiva?",P4 Apoyo en roles femineizados,P4 Paridad / igualdad,P4 Promover liderazgos femeninos,P4 Potenciar desde la educación,P4 Estudiar temas de género,P4 Cupos / cuotas de género,P4 Combatir la discriminación y violencia de género,P4 Promover participación de mujeres en ciencias/Investigación,P4 La investigación no debe estar ligada al género,P4 Evaluación ciega y transparente
620,1/8/2021 18:09:43,"Sí, autorizo.",Mujer,Femenino,IV de Coquimbo,Centro,1959,académica ULS,Universidad,Ciencias Médicas y de la Salud,bioética ,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,busqueda activa d talentos en el area  capacitacion en los centros universitarios   mediante nucleos de investigacion  facilidades de las instituciones  asignado horas efectivas  ,-,-,-,TRUE,-,-,-,-,-,-,TRUE,incorporando desde el pregrado en forma transversal la perspectiva de genero   incorporando esta en los estudios de posgrado y en las especialidades  ,TRUE,-,-,-,TRUE,-,-,-,-,-,integrando una politica de genero en los estatutos    y promoviendo al inicio una equidad de genero en los circulos de investigacion dentro de la institucion   Facilitando tiempos efectivos para que las mujeres  con multitareas aun  puedan participar  Des rigidizar el modelo dentro de las instituciones tambien me parece relevante   ,-,TRUE,-,-,-,-,TRUE,TRUE,-,-
621,1/8/2021 18:33:07,"Sí, autorizo.",Ninguna de las anteriores,Todos los sexos,XIV de Los Ríos,Sur,1954,Jubilada porfesora,Independiente,No responde,,Para ser feliz,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Las leyes sean parejas ,-,-,-,-,-,-,-,-,-,-,-,Educacion ,-,TRUE,-,-,-,-,-,-,-,-,Educacion,-,-,-,TRUE,-,-,-,-,-,-
622,1/8/2021 18:46:54,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,2000,"Estudiante, educación universitaria pregrado",Universidad,Ciencias Sociales,Psicologia,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Creo que las mujeres deben tener igual de oportunidades  deben tener los mismos derechos y mismo salario  Ademas que deben tener igualdad de condiciones y entender  que las mujeres pueden tener otras problematicas biologicas que los hombres no tienen  ,-,-,TRUE,-,-,-,-,-,-,-,-,De todas las maneras posibles  En psicologia es necesario tener una perspectiva de genero  ya que de esta forma logramos comprender no solo biologicamente a la persona que estamos atendiendo  sino que logramos ver en que contexto se posiciona en la sociedad  ,-,-,-,-,TRUE,-,-,-,-,-,Deberia instaurar cursos directos a la perspectiva de genero  ademas de sanciones correspondientes a quienes atenten directamente contra las mujeres o disidencias  Ademas de esto  es importante tener en cuenta lo que las mujeres pueden necesitar simplemente por el hecho de ser mujeres o ser mamas ,-,-,-,-,-,-,-,-,-,-
623,1/8/2021 18:47:54,"Sí, autorizo.",Mujer,Femenino,I de Tarapacá,Norte,1974,Emprendedora,Organización no gubernamental (ONG),Ciencias Sociales,Emprende Originarias,Porque lo que cuenta es la vision innovadora no importando lo externo,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Capacitaciones  acceso a la universidad ,-,-,TRUE,TRUE,-,-,-,-,-,-,TRUE,Acercar colaboraciones de otras zonas,-,-,-,-,-,-,-,-,-,-,Eficacia y eficiencia en la toma de datos y entrega de resultados ,-,-,-,-,-,-,-,-,-,-
624,1/8/2021 18:56:14,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1968,"Gobierno, Estudios. Investigación aplicada.",Institución Púnblica: Ministerio,Ingeniería y Tecnología,Transporte," Porque necesitamos una participación igualitaria en todos los campos. Necesitamos que hombres y mujeres participen de igual manera en la ciencia, tecnología e investigación para mejorar la productividad, el conocimiento y la eficiencia entre otros.",TRUE,-,-,-,-,TRUE,TRUE,TRUE,-,TRUE,-,-,-,-,-,-,-,-,"Creo que lo primero es reconocer y modificar  lo normalizado  de conductas machistas y discriminadoras que tenemos como sociedad  Para asi desde niños educar en igualdad a todos los seres humanos desde el hogar y el colegio 
Debemos ademas  proporcionar condiciones de igualdad para todos y todas y considerar que algunas barreras o brechas no podran ser derribadas en pocos años  por lo cual deben proporcionarse medidas especiales de caracter temporal como por ejemplo el ingreso a carreras cientificas con un cupo mayor a mujeres entre otros ",-,TRUE,TRUE,TRUE,-,-,-,-,-,-,-,En el caso de mi disciplina  como partida  debemos fomentar y asi generar el analisis de datos con enfoque de genero  para ver que hombres y mujeres se comportan de distinta forma en el transporte  De esta forma con la informacion se podra de mejor manera desarrollar politicas publicas que eliminen barreras y desigualdades    ,-,-,-,-,-,-,-,-,-,-,"Capacitar a las personas en el tema  Aplicar al trabajo desarrollado enfoque de genero 
Tal como mencione anteriormente  incorporar enfoque de genero a los proyectos  estudios  analisis de datos  etc   para conocer el comportamiento diferenciado y poder asi generar una politica de igualdad efectiva ",-,TRUE,-,-,-,-,-,TRUE,-,TRUE
625,1/8/2021 19:03:18,"Sí, autorizo.",Hombre,Masculino,Metropolitana,RM,1972,Investigación y desarrollo (I+D),Universidad,Ciencias Sociales,,"Porque (ya) no es justificable institucionalizar la discriminación, menos aduciendo que no teníamos conciencia de lo que la ciencia lo ha hecho, y porque debemos saldar esta deuda sin demora.",TRUE,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,Fomento de interes y espacios de participacion en investigacion desde pregrado por igual a mujeres  combatiendo los sesgos institucionalizados o simplemente pasados por alto  evaluacion ciega de sexo y genero en todas las instancias de contrato o promocion academica  incorporacion decidida y mediante incentivos claros de epistemologias  metodos y campos de relevancia  blandos  o sea no positivistas ni economicistas  y finalmente transformar educativamente el autoestereotipo de masculinidad asociado a siempre ganar  a ser el principal  a ser lider ,-,-,TRUE,-,-,-,TRUE,-,-,-,TRUE,En mi disciplina  puesto que involucra ciencias sociales y humanidades  seria efectivo generar sensibilidad o interes por entender algunos planteamientos feministas  desde la filosofia a la politica  para generar masa critica en los academicos de las universidades  lo que a su vez permitiria que la produccion cientifica y la formacion universitaria y de los mismos cientificos este inspirada en una idea de justicia de genero mas alla de los diagnosticos y las medidas concretas que varian en el tiempo y de institucion en institucion  Las universidad pueden facilmente generar  por ejemplo  cursos de teoria feminista y ciencia para sus academicos ,-,TRUE,TRUE,TRUE,-,-,-,-,-,-,Creo que es necesario generar acuerdos transversales entre algunas instituciones de estado  centralmente ANID  y universidades  de manera que se sumen desde sus propias motivaciones a un plan  que puede ser distinto para otras instituciones del sistema pero que se conciban como acuerdos marco con plazos  asi una politica estatal de igualdad de genero se impulsa no solo desde  arriba  sino tambien  sinergicamente   bottom up  o al menos con un compromiso proactivo ,-,TRUE,-,-,-,-,-,-,-,-
626,1/8/2021 19:07:13,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1985,"Estudiante de posgrado  (doctorado, magíster o equivalente conducente a grado académico)",Independiente,Humanidades y Artes,arquitectura,no,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,1.2,-,-,-,-,-,-,-,-,-,-,-,ninguno,-,-,-,-,-,-,-,-,-,-,ninguno,-,-,-,-,-,-,-,-,-,-
627,1/8/2021 19:43:44,"Sí, autorizo.",Ninguna de las anteriores,Prefiero no responder,XIV de Los Ríos,Sur,1996,"Estudiante, educación universitaria pregrado",Independiente,Ciencias Sociales,Servicio social,Para dar dignidad y equidad a todos los ciudadanos ,TRUE,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,Valorar las aptitudes y habilidades de cada individuo  para el cumplimiento de las metas institucionales,-,-,-,-,-,-,-,-,-,-,Un trabajo en equipo  distribuyendo los roles  garantizado dignidad por medio de procesador de datos,-,-,-,-,-,-,-,-,-,-
628,1/8/2021 19:50:00,"Sí, autorizo.",Mujer,Femenino,VIII del Biobío,Centro Sur,1972,Docente IP,Instituto Profesional o Centro de Formación Técnica,Ingeniería y Tecnología,Medio ambiente ,Si,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Promover a las mujeres a estudiar carreras de ciencia y tecnologia ,-,-,-,TRUE,-,-,TRUE,-,-,-,-,Promover equipos mixtos,-,-,-,-,-,-,-,-,-,-,Contratar docentes mujeres en areas donde no hay  por ejemplo mecanica ,-,-,-,-,-,-,-,-,-,-
629,1/8/2021 20:04:02,"Sí, autorizo.",Hombre,Masculino,Metropolitana,RM,1973,"Investigación y desarrollo (I+D), Administración en entidades ejecutoras de I+D",Universidad,Ciencias Médicas y de la Salud,Neurociencias,Justicia y Desarrollo Sostenible,TRUE,-,-,-,TRUE,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,Incorporar la perspectiva de genero en  i  los procesos de seleccion en programas de postgrado y becas de postgrado   ii  las instancias directivas y o de gestion cientifica en las instituciones,-,-,-,-,-,TRUE,-,-,-,-,-,Incorporando la perspectiva de genero en TODOS los proyectos de investigacion que se desarrollen en el area,-,-,-,-,TRUE,-,TRUE,-,-,-,Asegurar una participacion igualitaria  50 50  de hombres y mujeres en las instancias de toma de decisiones en relacion a investigacion e innovacion  ,-,TRUE,TRUE,-,-,-,-,TRUE,-,-
630,1/8/2021 20:33:57,"Sí, autorizo.",Mujer,Femenino,VII del Maule,Centro Sur,1994,"Estudiante, educación universitaria pregrado",Instituto Profesional o Centro de Formación Técnica,Humanidades y Artes,Contabilidad ,Para ser más objetivos y valorar a las personas por sus capacidades en vez de tener prejuicios y descartar en base a éstos ,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desde la educacion basica hacer enfasis en el respeto  los hechos y permitir que cada persona que estudie  este libre de cualquier tipo de discriminacion independiente de lo que estudie  Tambien castigar a docentes o compañeros que se atrevan a acosar sexualmente o extorsionar  ,-,-,TRUE,TRUE,-,-,-,-,-,TRUE,-,Motivar a los jovenes a vivir en un entorno de respeto  corregir comportamientos basados en prejuicios o ignorancia  tener en cuenta como aprovechar el maximo potencial de las mujeres no es una amenaza para ellos o la sociedad sino un avance,-,-,-,-,-,-,-,-,-,-,Publicar abiertamente si algun docente  compañero o cualquier persona usa su posicion para acosar a una mujer  llevarlo ante la justicia y que pierda inmediatamente su trabajo  Alguien que esta dispuesto al acoso es un peligro para cualquier mujer u hombre que este estudiando ,-,-,-,-,-,-,TRUE,-,-,-
631,1/8/2021 21:06:35,"Sí, autorizo.",Mujer,Femenino,VIII del Biobío,Centro Sur,1985,"Emprendimiento de base científico-tecnológico, Docente universitaria ",Universidad,No responde,,"Porque las brechas existentes en el país respecto de hombres y mujeres es demasiado grande y, no puede ser que, por nacer con pene y vagina determine tu futuro en las áreas de estudio, trabajo, etc.
Por otra parte, contribuiría a tener una educación con igualdad de género lo que va a potenciar que otra brechas también disminuyan como las labores domésticas y otros",TRUE,-,-,-,-,-,TRUE,-,TRUE,TRUE,TRUE,-,-,-,-,-,-,-,"Becas y fondos concursables para niñas y mujeres  becas para estudios superiores a mujeres que incluyan el cuidado de hijes y adultes mayores a su cuidado  incluso pensar en manutencion para realmente permitir su participacion y compatibilidad con la vida familiar  dado el alto numero de mujeres jefas de hogar y desde tan pequeñas con hijes en los sectores mas vulnerables que les impiden continuar con sus estudios   generar concursos en establecimientos educacionales publicos para  cazar talento  y ayudarles a salir de su vulnerabilidad gracias a la ciencia  para que sea un ejemplo a seguir
Cursos masivos en distintos niveles para hacer entender esta brecha de genero haciendo hincapie  que no es una decision deas mujeres  es un estigma social",TRUE,TRUE,-,TRUE,-,-,TRUE,TRUE,-,-,-,"Fomentar la equidad de genero en la mayor cantidad de instituciones y organizaciones posible  ojala por ley   desde el jurado de un concurso hasta las comisiones mas importantes de gobierno y privados 
Pero tambien  entregar el costo a los hombres  respecto de la paternidad  ya que los niños no se crian solos  ej  Si solo las mujeres salen 6 meses con post natal  siempre seremos mas costosas  pero el hombre no deberia opcionalmente tomar este permiso  deberia hacerse cargo de su paternidad  no quitandole dias a su mujer como es ahora   buscar un simil asi en ciencia y tecnologia ",-,-,-,TRUE,-,-,-,-,-,-,"Fomentar las politicas de mejorar la calidad de vida entre trabajo y maternidad paternidad  entregando flexibilidad laboral y un estandar mas alto que lo que exige la ley  para hombres y mujeres 
Becas para estudios superiores para mujeres 
Hablar de la inequidad existente y no permitir que temas importantes se vean sin mujeres en sus comisiones  ej  Protocolos  levantamiento de necesidades  etc 
Al mismo tiempo asegurarse que los cargos que les dejan a mujeres no sean secundarios  
",TRUE,TRUE,TRUE,-,-,-,TRUE,-,-,-
632,1/8/2021 21:20:01,"Sí, autorizo.",Mujer,Femenino,II de Antofagasta,Norte,1990,Primera linea,Organización no gubernamental (ONG),Humanidades y Artes,Arte,No la necesita,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,Ninguna,-,-,-,-,-,-,-,-,-,-,-,Si queremos que area siga siendo funcional  De ninguna manera era,-,-,-,-,-,-,-,-,-,-,Ninguna,-,-,-,-,-,-,-,-,-,-
633,1/8/2021 21:29:27,"Sí, autorizo.",Mujer,Femenino,VIII del Biobío,Centro Sur,1993,"Administración en entidades ejecutoras de I+D, Emprendimiento de base científico-tecnológico",Independiente,No responde,,Porque existe una brecha importante relacionada al género cuando se trata de ejecutar proyectos de base científica o innovación. Incluso en la postulación a proyectos de financiamiento público,TRUE,-,-,-,-,-,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,Incorporar recomendaciones de actuacion en el sistema CTCI que garanticen la participacion de mujeres en I+D+i y pongan enfasis en la no discriminacion de genero  Es importante contar con un protocolo de actuacion unificado a nivel nacional,-,-,TRUE,-,-,-,TRUE,-,-,-,-,Promover la investigacion liderada por mujeres  asi como incorporar elementos del genero a las investigaciones de forma transversal  en paper  publicaciones  formulaciones de proyectos  etc ,-,-,TRUE,-,-,-,TRUE,-,-,-,Desarrollar una estrategia de acercamiento al sistema de CTCI para unificar conocimientos con las directrices publicas a nivel nacional  participar de capacitaciones y cursos de formacion para garantizar la no discriminacion de genero en actividades de I+D,-,TRUE,-,TRUE,-,-,TRUE,-,-,TRUE
634,1/8/2021 21:29:51,"Sí, autorizo.",Mujer,Femenino,V de Valparaíso,Centro,1962,Asistente de educación,Institución de educación escolar o pre-escolar,No responde,,"Porque cada cual dentro de su campo puede aportar al país ,sin distinción de genero.",TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Que exista paridad ,-,-,TRUE,-,-,-,-,-,-,-,-,2.2,-,-,-,-,-,-,-,-,-,-,3.2,-,-,-,-,-,-,-,-,-,-
635,1/8/2021 21:34:04,"Sí, autorizo.",Hombre,Masculino,V de Valparaíso,Centro,2001,"Emprendimiento de base científico-tecnológico, Estudiante, educación universitaria pregrado",Universidad,Ciencias Médicas y de la Salud,,"No la necesita. Se requieren personas humanas capaces de realizar bien el trabajo de forma eficiente, y ante esto no importa que halla dicha igualdad. ",TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No se necesita que una mujer adquiera el liderazgo  ni tampoco un hombre  se necesita que hallan personas con corazon y actitud humana  solo esa persona que cumpla dicha cualidad independientemente como sea geneticamente  sera quien realmente deba liderar por sobre todos  ,-,-,-,-,-,-,TRUE,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,Teniendo en cuenta que da lo mismo como sea la genetica de la persona  y que lo unico que interesa es que esta posea un corazon humano  hay que formar un sistema obligatorio para todas las personas  colegio  universidad y lugar laboral  donde se les instruya las nociones de etica  moralidad  biologia y bioneuroemocion con tal de formar personas que en verdad sean personas humanas capaces de tomar acciones que solo proporcionen un bien a todos  ,-,-,-,TRUE,-,-,TRUE,-,-,TRUE
636,1/8/2021 21:55:22,"Sí, autorizo.",Hombre,Masculino,I de Tarapacá,Norte,1995,"Investigación y desarrollo (I+D), Administración en entidades ejecutoras de I+D",Universidad,Ingeniería y Tecnología,Economía,"No la necesita. Hoy los profesionales tanto hombres como mujeres tienen las mismas oportunidades para desempeñarse en áreas del conocimiento. Lamentablemente yo fui parte de un departamento donde actualmente se discrimina al hombre y se le da mas cabida a las mujeres solo por ser mujeres, y dejando el lado la meritocracia, hoy tenemos una rotación de científicos mucho mas fluida que en toda la historia de la institución.",TRUE,-,-,-,-,TRUE,TRUE,TRUE,TRUE,-,-,-,-,-,-,-,-,-,Meritocracia ,-,-,-,-,-,-,-,-,-,-,-,Pruebas de aptitud ,-,-,-,-,-,-,-,-,-,-,Adoptar el interes en participantes que demuestren conocimiento y habilidades mas alla del genero ,-,-,-,TRUE,-,-,-,-,-,-
637,1/8/2021 22:17:36,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1997,"Estudiante, educación universitaria pregrado",Universidad,Ciencias Médicas y de la Salud,Medicina ,Porque existe una brecha en cuanto al género en los profesionales que ejercen CTCI,TRUE,-,-,-,-,-,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-," permitir que las mujeres accedan  Porque muchas veces en las entrevistas descartan a las mujeres  ya sea porque piensan que tenemos menos capacidades  porque van a ser mamas  licencias   etc 
 dar apoyo a aquellas mujeres que deciden ser madres  ya que lamentablemente en Chile aun se deja a la mujer la maternidad  paternidad y labores de la casa  lo que aumenta la carga sobre ellas y puede afectar en su rendimiento laboral e incluso dejar su trabajo o no querer postular a alguno  En este caso podria ser flexibilidad horaria  sala cunas  etc 
 creer en sus capacidades  ya que hemos crecido en un mundo machista en donde se nos ha  inculcado  que somos malas en matematicas  en ciencias  no tenemos un pensamiento logico  lo cual es totalmente falso  pero seria bueno en aquellas mujeres que aun tienen esa inseguridad 
 en los comerciales  deberian incluir mas rostros femeninos  de esa forma la poblacion mas joven captara que los trabajos y estudios relacionados con CTCI no son solo de hombres  y de esa forma se estimula a que mas mujeres se interesen por esta area
 seguridad  para una mujer que se  adentra a un mundo de hombres  es importante saber que en el momento que se puedan vulnerar sus derechos  acoso  violaciones  etc   existen protocolos que las protejan y de esa forma que denuncien y se tomen las medidas necesarias para permitir un ambiente adecuado para el desarrollo profesional de la mujer ",TRUE,TRUE,TRUE,-,-,-,TRUE,-,-,-,TRUE,Creo que lo mas fundamental es no pensar en el genero  El genero es un constructo social  creado por el mundo para determinar diferencias entre lo femenino y masculino  No somos iguales porque somos distintas personas  es decir  que una mujer tenga una perspectiva y un hombre otra no deberia estar relacionado a que son diferente genero  sino que distintas personas  Creo que eso es lo fundamental  yo como mujer no soy diferente a un hombre  no tengo menos capacidades ni mas  pero si podemos ser distintos entre nosotros como personas  Entonces simplemente respetar las ideas y conocimientos de cada persona  no interrumpir a alguien cuando esta exponiendo una idea  no hacer mansplaining  no robar ideas  no reirse de las propuestas  dejar a la gente fluir  Pero no asumir que porque soy mujer tengo una vision distinta de los hombres  porque eso no esta determinado por el genero  sino que por la educacion  experiencias  conocimientos  etc  de las personas ,-,TRUE,-,TRUE,TRUE,-,-,-,TRUE,TRUE," que en estas instituciones existan mujeres dentro de los cargos  ya que lamentablemente en la mayoria de los casos son las mujeres las unicas que entienden y conocen los casos de desigualdad de genero  pero hay ocasiones en que las mismas mujeres lo generan  mujeres machistas   por lo que se deberia escoger de forma pertinente a las encargadas 
 seguridad  de la misma forma que comente antes  creo que todas las personas que atenten contra la igualdad de genero deberian ser destituidas de sus cargos  ya que de no ser asi  persona acusada que no se estudia en caso o que simplemente se corrobora y no se toman medidas  a mi como mujer no me da seguridad involucrarme en un sistema CTCI donde no se me asegure el respeto que merezco  y de esa forma toda politica de igualdad se estanca y pudre 
 se podrian hacer charlas para visibilizar estas diferencias de genero y que tanto hombres como mujeres que lo desconocen se abran a esta realidad 
 para crear las politicas  seria bueno considerar lo que lxs mismxs trabajadorxs estimen conveniente para disminuir la desigualdad  dentro de las mismas charlas  escuchar y anotar las opiniones  hacer votaciones  etc ",-,TRUE,TRUE,-,-,-,-,-,TRUE,-
638,1/8/2021 22:34:05,"Sí, autorizo.",Mujer,Femenino,II de Antofagasta,Norte,1981,"Estudiante, educación universitaria pregrado",Universidad,Ingeniería y Tecnología,,"No lo necesita, ya existe ",-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,Solo nuestra propia conviccion y esfuerzo,-,-,-,-,-,-,-,-,-,-,-,No hay que victimizar a la mujer  la que quiere quiere y la que no  no quiere,-,-,-,-,-,-,-,-,-,-,3   No mencionar el genero  y asi se deja toda discriminacion positiva,-,TRUE,-,-,-,TRUE,-,-,-,-
639,1/8/2021 22:40:13,"Sí, autorizo.",Mujer,Femenino,Extranjero,Extranjero,1980,Consultora sostenibilidad/equidad de genero,Independiente,No responde,,"Porque el compromiso de la igualdad de genero debe ser explicito en la constitucion, y en todas las instituciones gubernamentales. 
Debe dar lineamientos claros sobre como se implementara la igualdad de genero. Debe demostrar el compromiso de las mas altas autoridades y por supuesto designar recursos (monetarios y humanos) para su eficaz implementacion",TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"LO BASICO  Implementar una educacion de calidad NO SEXISTA desde sala cuna  Ento tambien incluye masculinidades  
Educar a los y las educadoras escolares y universitaries en igualdad de genero 
Hacer seguimiento  capacitaciones y consecuente auditoria  a programas de educacion no sexista en colegios  institutos y universidades 

Fomentar la implementacion de la NCH3262 en instituciones y empresas 

Crear programas de mentorias por mujeres a mujeres   Por ejemplo lo que hace Inspiring girls Chile  pero ampliarlo a otros tramos de edad  Incluir mentorias a mujeres adultas 

Fomentar investigacion relacionado con inequidad de genero  Por ejemplo  Science publico un paper de Lin Bian et all en 2017 llamado   Gender stereotypes about intellectual ability emerge early and influence children’s interests   donde entre otras cosas encontraron que las nignas a los 6 agnos ya sienten que los adjetivos de  brillante  se refieren a los nignos y no a ellas 
En Chile se necesitan estudios de la realidad chilena para crear politicas publicas acorde ",-,TRUE,TRUE,TRUE,-,-,TRUE,-,-,-,TRUE,"Varias universidades publicas y privadas ya tienen un departamento de Diversidad  equidad e inclusion  Me parece indispensable generar una instancia donde se comparta el conocimiento  datos  estadisticas que se estan generando en esas instituciones 
Por su puesto  otorgar mas fondos  
Cruzar informacion entre lo que esta pasando en el sector educativo y el sector privado  En Chile hay muchas consultoras en temas de genero que tienen mucha informacion valiosa ",TRUE,TRUE,-,TRUE,-,-,-,-,-,-,"Lo nombre en la pregunta anterior  Creo que generar instancias para compartir el conocimiento generado en distintas instituciones es indispensable 
Esto debe considerar a las instituciones de todo el pais  La realidad en temas de genero es distinta en cada region  Y esas diferencias hay que considerarlas ",-,-,-,-,-,-,-,-,TRUE,-
640,1/8/2021 22:46:00,"Sí, autorizo.",Mujer,Femenino,II de Antofagasta,Norte,1985,Ingeniera en Administración MBA,Pyme ,Ciencias Sociales,Adm y Finanzas,La tecnología siempre ha sido un campo reservado para hombres con pocas oportunidades para el desarrollo de mujeres en cualquier tipo de ciencia ,TRUE,-,-,-,TRUE,-,TRUE,TRUE,-,-,-,-,-,-,-,-,-,-,Desarrollo en la educacion desde la basica  talleres de formacion acceso a becas desarrollo de emprendimientos de ciencia sin limite de edad ,-,-,TRUE,TRUE,-,-,TRUE,-,-,-,-,Desde la educacion y desde el desarrollo de pymes mas alla de lo que encasillan a mujeres ,-,TRUE,-,-,-,-,-,-,-,-,Apertura de becas programas de formacion  sercotec y corfo abrir programas de desarrollo de ciencia y educacion ,-,-,-,TRUE,-,-,-,-,-,-
641,1/8/2021 23:16:12,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1995,Trabajadora dependiente,No aplica,Humanidades y Artes,,"Porque, al igual que todas las áreas de conocimiento en Chile, está dominada por el machismo y el prejuicio de que las mujeres son menos capaces.",TRUE,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,1  2 y 3,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
642,1/8/2021 23:19:21,"Sí, autorizo.",Hombre,Masculino,VII del Maule,Centro Sur,1993,Medico,Hospital,Ciencias Médicas y de la Salud,Medicina familiar ,Para generar igualdades entre los generos y evitar discriminaciones,TRUE,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-
643,1/8/2021 23:25:07,"Sí, autorizo.",Mujer,Femenino,I de Tarapacá,Norte,1977,Docente educación básica ,Colegio,Humanidades y Artes,Lengua indígen inter,"Para que mujeres, sobre todo las nuevas generaciones, tengan las mismas oportunidades de encantarse con la ciencia y tecnologías sin ver limitado sus ideales por dificultades basadas en el género.",TRUE,-,-,-,-,-,TRUE,TRUE,-,-,TRUE,-,-,-,-,-,-,-,Comunicar los objetivos generales y especificos y adaptarlos a la medida del grupo segun su evolucion de forma equitativa y no igualitaria porque al usar el concepto  igualdad  se parte de la base que existe una ventaja por uno de los grupos ,-,-,-,-,-,-,-,-,-,-,-,Dejar el estudio de tradiciones  mitos y cosmovisiones como parte de contenidos importantes para la humanidad  pero no obligatorios para dar un trato democratico  participativo y transparente para ambos sexos ,-,-,-,-,-,-,-,-,-,-,Trabajar con las comunidades educativas sobre mis valores imprescindibles para la creacion cientifica y reforzar la valoracion y autoestima cientifica matematica desde los cursos basicos  1er ciclo  y destruir estereotipos simples insertos en la sociedad como en los juguetes  las niñas pueden jugar con autos a control remotos  legos  drons y microscopios  No mas cocinas  coches con bebes  casas pequeñas con accesorios ,-,TRUE,-,-,-,-,-,-,-,-
